rating,reviewer_id,date,review_title,review_body,category,score_gemini,score_groq,tokens,bing_prediction,swn_prediction
4.0,andrea,2025-11-01,,dislike remote really cheaply make doesnt work properly buy replacement still box wouldve return ask new one keep mind remote projector awesome hook onn box fire stick roku work flawless mirror phone pretty cool dont recommend,electronics,2.0,4.0,"['dislike', 'remote', 'really', 'cheaply', 'make', 'doesnt', 'work', 'properly', 'buy', 'replacement', 'still', 'box', 'wouldve', 'return', 'ask', 'new', 'one', 'keep', 'mind', 'remote', 'projector', 'awesome', 'hook', 'onn', 'box', 'fire', 'stick', 'roku', 'work', 'flawless', 'mirror', 'phone', 'pretty', 'cool', 'dont', 'recommend']",neutral,positive
5.0,john,2025-11-03,,amaze little projector low price skeptical figure worth risk well surprise unit easily rival much costly projector setup super easy picture surprisingly good absolutely no lag time,electronics,1.0,5.0,"['amaze', 'little', 'projector', 'low', 'price', 'skeptical', 'figure', 'worth', 'risk', 'well', 'surprise', 'unit', 'easily', 'rival', 'much', 'costly', 'projector', 'setup', 'super', 'easy', 'picture', 'surprisingly', 'good', 'absolutely', 'no', 'lag', 'time']",positive,positive
3.0,andrew,2025-11-18,100 honest review,good thing projector easy set plug play say would not recommend anyones main view device house hold make flimsy plastic weigh less soda power cable 3 feet long really work plug back device limit room rotate stand operate system device run look really sketchy like say google play store would rather use firestick risk get account hack log device manage buy sale 40 honestly not even worth much want something thats portable mabe want use fun gimmick kid room would better dont see last year,electronics,1.0,1.0,"['good', 'thing', 'projector', 'easy', 'set', 'plug', 'play', 'say', 'would', 'not', 'recommend', 'anyones', 'main', 'view', 'device', 'house', 'hold', 'make', 'flimsy', 'plastic', 'weigh', 'less', 'soda', 'power', 'cable', '3', 'feet', 'long', 'really', 'work', 'plug', 'back', 'device', 'limit', 'room', 'rotate', 'stand', 'operate', 'system', 'device', 'run', 'look', 'really', 'sketchy', 'like', 'say', 'google', 'play', 'store', 'would', 'rather', 'use', 'firestick', 'risk', 'get', 'account', 'hack', 'log', 'device', 'manage', 'buy', 'sale', '40', 'honestly', 'not', 'even', 'worth', 'much', 'want', 'something', 'thats', 'portable', 'mabe', 'want', 'use', 'fun', 'gimmick', 'kid', 'room', 'would', 'better', 'dont', 'see', 'last', 'year']",positive,positive
3.0,jaime,2025-11-25,slightly disappoint,projector compact easy set quality picture not good room need pitch black brightness level poor dont think ill able use outdoors unless dark projector may good fit holiday decor use project image holiday image windows movie use not great might better pay bite better quality projector,electronics,5.0,3.0,"['projector', 'compact', 'easy', 'set', 'quality', 'picture', 'not', 'good', 'room', 'need', 'pitch', 'black', 'brightness', 'level', 'poor', 'dont', 'think', 'ill', 'able', 'use', 'outdoors', 'unless', 'dark', 'projector', 'may', 'good', 'fit', 'holiday', 'decor', 'use', 'project', 'image', 'holiday', 'image', 'windows', 'movie', 'use', 'not', 'great', 'might', 'better', 'pay', 'bite', 'better', 'quality', 'projector']",negative,positive
5.0,aly,2025-11-30,love,love much favorite thing ive order giant tv roof im bed video quality great call mom show like want one dad come home saw guess say want one get,electronics,1.0,4.0,"['love', 'much', 'favorite', 'thing', 'ive', 'order', 'giant', 'tv', 'roof', 'im', 'bed', 'video', 'quality', 'great', 'call', 'mom', 'show', 'like', 'want', 'one', 'dad', 'come', 'home', 'saw', 'guess', 'say', 'want', 'one', 'get']",positive,positive
3.0,walmart customer,2025-12-24,good price not picky,dark room projector look good brightness isnt enough watch outside twilight day build speakers work pinch audio image sync connect bluetooth speaker price good product use dark room ok lip audio sync,electronics,2.0,5.0,"['dark', 'room', 'projector', 'look', 'good', 'brightness', 'isnt', 'enough', 'watch', 'outside', 'twilight', 'day', 'build', 'speakers', 'work', 'pinch', 'audio', 'image', 'sync', 'connect', 'bluetooth', 'speaker', 'price', 'good', 'product', 'use', 'dark', 'room', 'ok', 'lip', 'audio', 'sync']",positive,positive
5.0,katherine,2025-12-22,,admit wasnt expect work well im impress definitely get moneys worth bluetooth connection quick connect wifi easily auto adjust work well make sure room youre use good dark pretty much plug play easy enough set,electronics,4.0,5.0,"['admit', 'wasnt', 'expect', 'work', 'well', 'im', 'impress', 'definitely', 'get', 'moneys', 'worth', 'bluetooth', 'connection', 'quick', 'connect', 'wifi', 'easily', 'auto', 'adjust', 'work', 'well', 'make', 'sure', 'room', 'youre', 'use', 'good', 'dark', 'pretty', 'much', 'plug', 'play', 'easy', 'enough', 'set']",positive,positive
3.0,maurice,2025-12-22,decent short burst not long term use,plus auto adjust great decent brightness good background access google store negative couldnt get access screen mirror finicky could not get stay focus work full phone minus yet see last 15 hours no action game delay no good hour start stutter 30 minutes later freeze need unplug remote cheaply make not often audio delay,electronics,2.0,2.0,"['plus', 'auto', 'adjust', 'great', 'decent', 'brightness', 'good', 'background', 'access', 'google', 'store', 'negative', 'couldnt', 'get', 'access', 'screen', 'mirror', 'finicky', 'could', 'not', 'get', 'stay', 'focus', 'work', 'full', 'phone', 'minus', 'yet', 'see', 'last', '15', 'hours', 'no', 'action', 'game', 'delay', 'no', 'good', 'hour', 'start', 'stutter', '30', 'minutes', 'later', 'freeze', 'need', 'unplug', 'remote', 'cheaply', 'make', 'not', 'often', 'audio', 'delay']",positive,positive
5.0,abhijeet,2025-12-05,amaze little inexpensive projector,native interface little clunky overall capabilities price point phenomenal connect apple tv great experience easily switch air pod external bluetooth speaker build speaker not great adequate use mobile projector great camp students may not room large screen,electronics,5.0,5.0,"['native', 'interface', 'little', 'clunky', 'overall', 'capabilities', 'price', 'point', 'phenomenal', 'connect', 'apple', 'tv', 'great', 'experience', 'easily', 'switch', 'air', 'pod', 'external', 'bluetooth', 'speaker', 'build', 'speaker', 'not', 'great', 'adequate', 'use', 'mobile', 'projector', 'great', 'camp', 'students', 'may', 'not', 'room', 'large', 'screen']",positive,positive
4.0,heidi,2026-02-05,,hard get want head not move smoothly super loud remote tedious type username passwords def not user friendly picture quality good hard hear noise emit unit buy make wall window medieval castle work perfectly also havent figure portablerechargeable plug night would not stay unplug maybe hopefully ill figure eventually,electronics,1.0,3.0,"['hard', 'get', 'want', 'head', 'not', 'move', 'smoothly', 'super', 'loud', 'remote', 'tedious', 'type', 'username', 'passwords', 'def', 'not', 'user', 'friendly', 'picture', 'quality', 'good', 'hard', 'hear', 'noise', 'emit', 'unit', 'buy', 'make', 'wall', 'window', 'medieval', 'castle', 'work', 'perfectly', 'also', 'havent', 'figure', 'portablerechargeable', 'plug', 'night', 'would', 'not', 'stay', 'unplug', 'maybe', 'hopefully', 'ill', 'figure', 'eventually']",negative,neutral
3.0,day,2025-09-29,picture good wifi work bluetooth doesnt,picture great quality advertise reason bluetooth wont connect phone speakers better surround sound build speaker work isnt loud connect wifi hotspots no problem wouldnt stream recommend view time 2 hours without 20 min rest due overheat overheat overall not bad price crazy mark,electronics,3.0,4.0,"['picture', 'great', 'quality', 'advertise', 'reason', 'bluetooth', 'wont', 'connect', 'phone', 'speakers', 'better', 'surround', 'sound', 'build', 'speaker', 'work', 'isnt', 'loud', 'connect', 'wifi', 'hotspots', 'no', 'problem', 'wouldnt', 'stream', 'recommend', 'view', 'time', '2', 'hours', 'without', '20', 'min', 'rest', 'due', 'overheat', 'overheat', 'overall', 'not', 'bad', 'price', 'crazy', 'mark']",positive,positive
1.0,chad,2025-10-01,stop work months,absolutely love projector first months since purchase completely stop work none apps load no showsmovies load say need update say newest version doesnt work model,electronics,1.0,1.0,"['absolutely', 'love', 'projector', 'first', 'months', 'since', 'purchase', 'completely', 'stop', 'work', 'none', 'apps', 'load', 'no', 'showsmovies', 'load', 'say', 'need', 'update', 'say', 'newest', 'version', 'doesnt', 'work', 'model']",positive,positive
5.0,kbeau,2025-10-09,great value,grands love project show wall ceiling travel use hotel visit family rv price would say 5 star little cost no worry something happen use time fun way get chill relax,electronics,5.0,5.0,"['grands', 'love', 'project', 'show', 'wall', 'ceiling', 'travel', 'use', 'hotel', 'visit', 'family', 'rv', 'price', 'would', 'say', '5', 'star', 'little', 'cost', 'no', 'worry', 'something', 'happen', 'use', 'time', 'fun', 'way', 'get', 'chill', 'relax']",positive,positive
3.0,greg,2025-09-15,not great,not good overall picture not bright enough no brightness adjustment picture ok not great worst part projector sound absolutely horrible unless bluetooth speaker connect im return one upgrade,electronics,2.0,2.0,"['not', 'good', 'overall', 'picture', 'not', 'bright', 'enough', 'no', 'brightness', 'adjustment', 'picture', 'ok', 'not', 'great', 'worst', 'part', 'projector', 'sound', 'absolutely', 'horrible', 'unless', 'bluetooth', 'speaker', 'connect', 'im', 'return', 'one', 'upgrade']",negative,positive
5.0,hansel,2024-05-12,,ability cast screen angle id like able adjust volume output device theres no problem,electronics,4.0,4.0,"['ability', 'cast', 'screen', 'angle', 'id', 'like', 'able', 'adjust', 'volume', 'output', 'device', 'theres', 'no', 'problem']",positive,positive
2.0,rosa,2024-07-13,speaker volume not loud enough,speaker volume not loud enough use backyard movie night wouldnt recommend use outdoors better volume indoors,electronics,1.0,2.0,"['speaker', 'volume', 'not', 'loud', 'enough', 'use', 'backyard', 'movie', 'night', 'wouldnt', 'recommend', 'use', 'outdoors', 'better', 'volume', 'indoors']",negative,positive
4.0,adriana,2024-10-21,,love picture clear26 sound good well not big fan remote manage,electronics,3.0,5.0,"['love', 'picture', 'clear26', 'sound', 'good', 'well', 'not', 'big', 'fan', 'remote', 'manage']",positive,positive
4.0,ricejm,2025-11-07,nice projector,little projector pretty good picture set watch bed youre look projector one good picture,electronics,4.0,5.0,"['little', 'projector', 'pretty', 'good', 'picture', 'set', 'watch', 'bed', 'youre', 'look', 'projector', 'one', 'good', 'picture']",positive,positive
5.0,audrey,2026-02-10,like,good quality durable need use external speaker watch movies friends overall good small easily transportable good image,electronics,3.0,4.0,"['good', 'quality', 'durable', 'need', 'use', 'external', 'speaker', 'watch', 'movies', 'friends', 'overall', 'good', 'small', 'easily', 'transportable', 'good', 'image']",positive,positive
5.0,kelly,2025-12-03,,work fine need box go connect apps volume low need bluetooth speaker ake lounder get things go great,electronics,4.0,4.0,"['work', 'fine', 'need', 'box', 'go', 'connect', 'apps', 'volume', 'low', 'need', 'bluetooth', 'speaker', 'ake', 'lounder', 'get', 'things', 'go', 'great']",positive,positive
2.0,clarence,2025-12-04,,weak image poor resolution one get one pay probably ok child positive side easy use flexible rotate reposition image,electronics,2.0,2.0,"['weak', 'image', 'poor', 'resolution', 'one', 'get', 'one', 'pay', 'probably', 'ok', 'child', 'positive', 'side', 'easy', 'use', 'flexible', 'rotate', 'reposition', 'image']",neutral,positive
2.0,shannon,2025-12-05,work like suppose,work great im look kind screen im do look screen eye dont feel strain kinda girly look dont mind help eye thats matter,electronics,3.0,5.0,"['work', 'great', 'im', 'look', 'kind', 'screen', 'im', 'do', 'look', 'screen', 'eye', 'dont', 'feel', 'strain', 'kinda', 'girly', 'look', 'dont', 'mind', 'help', 'eye', 'thats', 'matter']",positive,positive
4.0,brian,2025-12-01,,picture fantastic affordable wish sound better quality way adjust picture size move entire projector tjats not practicle,electronics,1.0,1.0,"['picture', 'fantastic', 'affordable', 'wish', 'sound', 'better', 'quality', 'way', 'adjust', 'picture', 'size', 'move', 'entire', 'projector', 'tjats', 'not', 'practicle']",positive,positive
2.0,yesenia,2025-12-03,dont waste money,poor quality make sound need improvement need use devices able hear sound not recommend product cost less base quality,electronics,1.0,1.0,"['poor', 'quality', 'make', 'sound', 'need', 'improvement', 'need', 'use', 'devices', 'able', 'hear', 'sound', 'not', 'recommend', 'product', 'cost', 'less', 'base', 'quality']",negative,positive
5.0,jessica,2025-12-02,,hard connect phone finely get thing would suggest make space higher better movement plug,electronics,2.0,4.0,"['hard', 'connect', 'phone', 'finely', 'get', 'thing', 'would', 'suggest', 'make', 'space', 'higher', 'better', 'movement', 'plug']",negative,negative
3.0,anup,2025-11-27,,price point good dont white screen difficult tell true quality hd vides overall pretty easy use come additional hdmi,electronics,3.0,5.0,"['price', 'point', 'good', 'dont', 'white', 'screen', 'difficult', 'tell', 'true', 'quality', 'hd', 'vides', 'overall', 'pretty', 'easy', 'use', 'come', 'additional', 'hdmi']",positive,positive
4.0,nicole,2026-01-05,great picture 26 sound,really great price thing wish different would wish could download apps onto projector ones download work great family really enjoy product,electronics,4.0,5.0,"['really', 'great', 'price', 'thing', 'wish', 'different', 'would', 'wish', 'could', 'download', 'apps', 'onto', 'projector', 'ones', 'download', 'work', 'great', 'family', 'really', 'enjoy', 'product']",positive,positive
4.0,jaclyn,2025-11-10,love need better speakers,absolutely love thing recommend people however need louder speakers buy portable speaker im hop solve issue 100 keep bad boy,electronics,4.0,5.0,"['absolutely', 'love', 'thing', 'recommend', 'people', 'however', 'need', 'louder', 'speakers', 'buy', 'portable', 'speaker', 'im', 'hop', 'solve', 'issue', '100', 'keep', 'bad', 'boy']",neutral,positive
5.0,buddyl,2025-11-19,,cheap introduction devices could evaluate figure feature really need next purchase display options directional capability,electronics,3.0,4.0,"['cheap', 'introduction', 'devices', 'could', 'evaluate', 'figure', 'feature', 'really', 'need', 'next', 'purchase', 'display', 'options', 'directional', 'capability']",positive,positive
1.0,biggie,2025-12-21,not work consistently,work one five time take major event anyway hour try get work not work important party im do thing,electronics,2.0,2.0,"['work', 'one', 'five', 'time', 'take', 'major', 'event', 'anyway', 'hour', 'try', 'get', 'work', 'not', 'work', 'important', 'party', 'im', 'do', 'thing']",neutral,neutral
1.0,viv,2026-01-02,,not like picture refund also not provide refund even walmart support team not take anything seriously support team try end chat without resolution,electronics,1.0,5.0,"['not', 'like', 'picture', 'refund', 'also', 'not', 'provide', 'refund', 'even', 'walmart', 'support', 'team', 'not', 'take', 'anything', 'seriously', 'support', 'team', 'try', 'end', 'chat', 'without', 'resolution']",negative,neutral
1.0,blane,2025-12-25,,not receive item yet october 13th order walmart not right go january still not receive projector yet,electronics,1.0,1.0,"['not', 'receive', 'item', 'yet', 'october', '13th', 'order', 'walmart', 'not', 'right', 'go', 'january', 'still', 'not', 'receive', 'projector', 'yet']",neutral,neutral
2.0,tanya,2025-12-24,,volume low even way remote work want want let apps download like freeze stop everything restart not good quality product buy,electronics,2.0,1.0,"['volume', 'low', 'even', 'way', 'remote', 'work', 'want', 'want', 'let', 'apps', 'download', 'like', 'freeze', 'stop', 'everything', 'restart', 'not', 'good', 'quality', 'product', 'buy']",neutral,positive
5.0,debby,2025-12-22,awesome little projector money,good value money small compact work really well dark room would not recommend use bright set also would recommend get bluetooth speaker give realistic sound production,electronics,4.0,5.0,"['good', 'value', 'money', 'small', 'compact', 'work', 'really', 'well', 'dark', 'room', 'would', 'not', 'recommend', 'use', 'bright', 'set', 'also', 'would', 'recommend', 'get', 'bluetooth', 'speaker', 'give', 'realistic', 'sound', 'production']",positive,positive
1.0,catarino,2025-12-26,,buy item come twice would not work afterwards come work great company send fully function device gladly change review,electronics,5.0,5.0,"['buy', 'item', 'come', 'twice', 'would', 'not', 'work', 'afterwards', 'come', 'work', 'great', 'company', 'send', 'fully', 'function', 'device', 'gladly', 'change', 'review']",negative,positive
5.0,jeff,2025-12-08,,cost thrill device ton connectivity options super easy operate wish buy two great item work great picture agreeable price could not please,electronics,4.0,5.0,"['cost', 'thrill', 'device', 'ton', 'connectivity', 'options', 'super', 'easy', 'operate', 'wish', 'buy', 'two', 'great', 'item', 'work', 'great', 'picture', 'agreeable', 'price', 'could', 'not', 'please']",positive,positive
5.0,jeremy,2025-12-09,,love everything little projector get great image good quality small compact thing dont like speaker speaker not good quality bad speaker,electronics,3.0,4.0,"['love', 'everything', 'little', 'projector', 'get', 'great', 'image', 'good', 'quality', 'small', 'compact', 'thing', 'dont', 'like', 'speaker', 'speaker', 'not', 'good', 'quality', 'bad', 'speaker']",positive,positive
1.0,salvador,2025-12-06,nope,receive replacement not work remote come nothing connect port home screen 3 button work projectors,electronics,1.0,1.0,"['receive', 'replacement', 'not', 'work', 'remote', 'come', 'nothing', 'connect', 'port', 'home', 'screen', '3', 'button', 'work', 'projectors']",neutral,neutral
3.0,lizzette,2025-12-27,wish better sound quality,easy setup picture quality projector top tier however sound quality knock 2 star review end return even bluetooth speaker lack sound quality wasnt worth,electronics,2.0,4.0,"['easy', 'setup', 'picture', 'quality', 'projector', 'top', 'tier', 'however', 'sound', 'quality', 'knock', '2', 'star', 'review', 'end', 'return', 'even', 'bluetooth', 'speaker', 'lack', 'sound', 'quality', 'wasnt', 'worth']",positive,positive
4.0,clayton,2025-10-21,,love everything projector except remote controller remote doesnt work instantly every time sometimes hit button multiple time want,electronics,3.0,4.0,"['love', 'everything', 'projector', 'except', 'remote', 'controller', 'remote', 'doesnt', 'work', 'instantly', 'every', 'time', 'sometimes', 'hit', 'button', 'multiple', 'time', 'want']",positive,positive
1.0,js,2025-12-29,not good,disappoint projector shut every 2025 minutes cant watch anything continuously remote also unresponsive hard use worst purchase ive madedefinitely not worth money not recommend,electronics,1.0,1.0,"['disappoint', 'projector', 'shut', 'every', '2025', 'minutes', 'cant', 'watch', 'anything', 'continuously', 'remote', 'also', 'unresponsive', 'hard', 'use', 'worst', 'purchase', 'ive', 'madedefinitely', 'not', 'worth', 'money', 'not', 'recommend']",negative,positive
1.0,august,2025-11-04,not worth hassle,picture blue shadow dark remote slow response nearly unusable fan run time plug get hot,electronics,1.0,1.0,"['picture', 'blue', 'shadow', 'dark', 'remote', 'slow', 'response', 'nearly', 'unusable', 'fan', 'run', 'time', 'plug', 'get', 'hot']",negative,negative
1.0,christopher,2025-11-24,,wake america scam year walmart tell 400 ballpark projector get incredible black friday deal not 41 sale 41 everywhere time fake product price scam,electronics,1.0,1.0,"['wake', 'america', 'scam', 'year', 'walmart', 'tell', '400', 'ballpark', 'projector', 'get', 'incredible', 'black', 'friday', 'deal', 'not', '41', 'sale', '41', 'everywhere', 'time', 'fake', 'product', 'price', 'scam']",negative,negative
5.0,johnelle,2026-01-28,happy time,im not tech savvy say super easy set really quality awesome 26 already speaker pair external speaker glad get,electronics,1.0,5.0,"['im', 'not', 'tech', 'savvy', 'say', 'super', 'easy', 'set', 'really', 'quality', 'awesome', '26', 'already', 'speaker', 'pair', 'external', 'speaker', 'glad', 'get']",neutral,positive
5.0,anonymous,2026-02-21,,work perfectly screen mirror work well able connect bluetooth devices easily great students want presentations wake good light dark environments,electronics,5.0,5.0,"['work', 'perfectly', 'screen', 'mirror', 'work', 'well', 'able', 'connect', 'bluetooth', 'devices', 'easily', 'great', 'students', 'want', 'presentations', 'wake', 'good', 'light', 'dark', 'environments']",positive,positive
5.0,mark,2026-02-28,,great price take chance wow super easy use better picture expect use outside backyard camp,electronics,4.0,5.0,"['great', 'price', 'take', 'chance', 'wow', 'super', 'easy', 'use', 'better', 'picture', 'expect', 'use', 'outside', 'backyard', 'camp']",positive,positive
4.0,rebecca,2026-02-27,,great price everything look great fairly easy use remote control frustrate part slow half time doesnt work look new remote,electronics,3.0,4.0,"['great', 'price', 'everything', 'look', 'great', 'fairly', 'easy', 'use', 'remote', 'control', 'frustrate', 'part', 'slow', 'half', 'time', 'doesnt', 'work', 'look', 'new', 'remote']",positive,positive
4.0,anonymous,2025-08-03,good could better,image quality really good system include apps pre instal use play store download others reason im not give higher review sound quality integrate speaker bad audio output level really low even connect aux use bluetooth otherwise nice deal,electronics,2.0,5.0,"['image', 'quality', 'really', 'good', 'system', 'include', 'apps', 'pre', 'instal', 'use', 'play', 'store', 'download', 'others', 'reason', 'im', 'not', 'give', 'higher', 'review', 'sound', 'quality', 'integrate', 'speaker', 'bad', 'audio', 'output', 'level', 'really', 'low', 'even', 'connect', 'aux', 'use', 'bluetooth', 'otherwise', 'nice', 'deal']",positive,positive
5.0,jacqueline,2025-08-08,amaze,absolutely love projector look like im watch actual tv thats good quality tv fanatic say look like tv quality baby best believe excite grandkids come watch movie entire wall really yall big one one,electronics,5.0,1.0,"['absolutely', 'love', 'projector', 'look', 'like', 'im', 'watch', 'actual', 'tv', 'thats', 'good', 'quality', 'tv', 'fanatic', 'say', 'look', 'like', 'tv', 'quality', 'baby', 'best', 'believe', 'excite', 'grandkids', 'come', 'watch', 'movie', 'entire', 'wall', 'really', 'yall', 'big', 'one', 'one']",positive,positive
2.0,justaquickone,2025-09-02,cant watch appletv,doesnt apple tv app store cant watch apple tv movies even screen mirror hdmi apple hard cod apple tv cannot stream cord mirror able mirror screen laptop phone right movie start play show black also screen definitely look like 720 p resolution lower power cord 3 feet long difficult situate correctly room doesnt use normal usb charger odd three prong charger doesnt fit appliance house instructions say charge not chargeable model,electronics,5.0,4.0,"['doesnt', 'apple', 'tv', 'app', 'store', 'cant', 'watch', 'apple', 'tv', 'movies', 'even', 'screen', 'mirror', 'hdmi', 'apple', 'hard', 'cod', 'apple', 'tv', 'cannot', 'stream', 'cord', 'mirror', 'able', 'mirror', 'screen', 'laptop', 'phone', 'right', 'movie', 'start', 'play', 'show', 'black', 'also', 'screen', 'definitely', 'look', 'like', '720', 'p', 'resolution', 'lower', 'power', 'cord', '3', 'feet', 'long', 'difficult', 'situate', 'correctly', 'room', 'doesnt', 'use', 'normal', 'usb', 'charger', 'odd', 'three', 'prong', 'charger', 'doesnt', 'fit', 'appliance', 'house', 'instructions', 'say', 'charge', 'not', 'chargeable', 'model']",negative,neutral
5.0,kimberly,2025-07-26,good picture quality,picture quality advertise good remote hard use dark cannot see button attribute operator knowledge soon know button good go without fumble around compare larger projector little system hand much better quality mention picture quality good little texture wall ceiling picture still really good look forward take camp grandchildren,electronics,1.0,4.0,"['picture', 'quality', 'advertise', 'good', 'remote', 'hard', 'use', 'dark', 'cannot', 'see', 'button', 'attribute', 'operator', 'knowledge', 'soon', 'know', 'button', 'good', 'go', 'without', 'fumble', 'around', 'compare', 'larger', 'projector', 'little', 'system', 'hand', 'much', 'better', 'quality', 'mention', 'picture', 'quality', 'good', 'little', 'texture', 'wall', 'ceiling', 'picture', 'still', 'really', 'good', 'look', 'forward', 'take', 'camp', 'grandchildren']",positive,positive
3.0,anonymous,2025-08-28,no remote,initially impress projector arrive time plug image quality outstanding however projector ship without remote make setup impossible incredibly disappoint especially give otherwise excellent product,electronics,3.0,1.0,"['initially', 'impress', 'projector', 'arrive', 'time', 'plug', 'image', 'quality', 'outstanding', 'however', 'projector', 'ship', 'without', 'remote', 'make', 'setup', 'impossible', 'incredibly', 'disappoint', 'especially', 'give', 'otherwise', 'excellent', 'product']",positive,positive
1.0,nathan,2024-11-03,horrible product not even 240p,blurry unable adjust settings terrible product,electronics,3.0,1.0,"['blurry', 'unable', 'adjust', 'settings', 'terrible', 'product']",negative,negative
1.0,logan,2025-09-15,bust not even two weeks,no longer connect wifi bluetooth function wont allow mirror phone anything else im sit hunk garbage worth maybe 30 work,electronics,1.0,1.0,"['no', 'longer', 'connect', 'wifi', 'bluetooth', 'function', 'wont', 'allow', 'mirror', 'phone', 'anything', 'else', 'im', 'sit', 'hunk', 'garbage', 'worth', 'maybe', '30', 'work']",negative,positive
2.0,robert,2025-10-14,nice price not equal feasible,device extremely hot 2 hours could not use longterm view even fan place display still extremely hot fear fire hazard leave andor unmonitored,electronics,1.0,5.0,"['device', 'extremely', 'hot', '2', 'hours', 'could', 'not', 'use', 'longterm', 'view', 'even', 'fan', 'place', 'display', 'still', 'extremely', 'hot', 'fear', 'fire', 'hazard', 'leave', 'andor', 'unmonitored']",neutral,neutral
5.0,sathiyachalam,2025-07-13,great little projector perfect kid,buy mini projector kid bedroom im really impress picture quality sharp colorful especially dim room small quiet super easy set upjust plug ready go builtin speaker good enough room sometimes connect bluetooth speaker louder sound kid love watch cartoon movies wallit feel like mini theater price great value work better expect make bedtime fun highly recommend youre look affordable fun projector kid,electronics,2.0,5.0,"['buy', 'mini', 'projector', 'kid', 'bedroom', 'im', 'really', 'impress', 'picture', 'quality', 'sharp', 'colorful', 'especially', 'dim', 'room', 'small', 'quiet', 'super', 'easy', 'set', 'upjust', 'plug', 'ready', 'go', 'builtin', 'speaker', 'good', 'enough', 'room', 'sometimes', 'connect', 'bluetooth', 'speaker', 'louder', 'sound', 'kid', 'love', 'watch', 'cartoon', 'movies', 'wallit', 'feel', 'like', 'mini', 'theater', 'price', 'great', 'value', 'work', 'better', 'expect', 'make', 'bedtime', 'fun', 'highly', 'recommend', 'youre', 'look', 'affordable', 'fun', 'projector', 'kid']",positive,positive
1.0,john,2025-04-01,,work great week picture quality look like 720p not big problem hdmi stop connect use netflix app build work great first time able watch entire movie shut completely 1520 minutes,electronics,3.0,4.0,"['work', 'great', 'week', 'picture', 'quality', 'look', 'like', '720p', 'not', 'big', 'problem', 'hdmi', 'stop', 'connect', 'use', 'netflix', 'app', 'build', 'work', 'great', 'first', 'time', 'able', 'watch', 'entire', 'movie', 'shut', 'completely', '1520', 'minutes']",positive,positive
1.0,sandra,2025-06-09,not connect cell,not buy unless plan use fire stick 26 bluetooth speaker google pixel cell phone not cast anything projector follow instructions try many different ways bluetooth wifi different apps not connect use phone get projector connect wifi fine try log youtube account youtube app come projector watch regular youtube videos way not open movie rent purchase youtubegoogle luckily spare firestick plug projector allow watch movies youtube stream service thankfully projector connect bluetooth speaker projector speaker pretty quiet sound quality really horrible quality picture decent not amaze expect price not try connect hdmi laptop may work well,electronics,4.0,2.0,"['not', 'buy', 'unless', 'plan', 'use', 'fire', 'stick', '26', 'bluetooth', 'speaker', 'google', 'pixel', 'cell', 'phone', 'not', 'cast', 'anything', 'projector', 'follow', 'instructions', 'try', 'many', 'different', 'ways', 'bluetooth', 'wifi', 'different', 'apps', 'not', 'connect', 'use', 'phone', 'get', 'projector', 'connect', 'wifi', 'fine', 'try', 'log', 'youtube', 'account', 'youtube', 'app', 'come', 'projector', 'watch', 'regular', 'youtube', 'videos', 'way', 'not', 'open', 'movie', 'rent', 'purchase', 'youtubegoogle', 'luckily', 'spare', 'firestick', 'plug', 'projector', 'allow', 'watch', 'movies', 'youtube', 'stream', 'service', 'thankfully', 'projector', 'connect', 'bluetooth', 'speaker', 'projector', 'speaker', 'pretty', 'quiet', 'sound', 'quality', 'really', 'horrible', 'quality', 'picture', 'decent', 'not', 'amaze', 'expect', 'price', 'not', 'try', 'connect', 'hdmi', 'laptop', 'may', 'work', 'well']",positive,negative
1.0,anonymous,2025-05-26,,main reason purchase able use iphone instructions state mirror iphone screen not work able eventually download prime watch movies extreme let feature buy not work cannot contact company,electronics,5.0,1.0,"['main', 'reason', 'purchase', 'able', 'use', 'iphone', 'instructions', 'state', 'mirror', 'iphone', 'screen', 'not', 'work', 'able', 'eventually', 'download', 'prime', 'watch', 'movies', 'extreme', 'let', 'feature', 'buy', 'not', 'work', 'cannot', 'contact', 'company']",neutral,neutral
5.0,clyde,2025-04-20,amaze little projector,get sale watch occasionally kid wont replace main projector amaze good look especially consider price clear even visible ambient light projector size 26 price cant go wrong,electronics,5.0,5.0,"['get', 'sale', 'watch', 'occasionally', 'kid', 'wont', 'replace', 'main', 'projector', 'amaze', 'good', 'look', 'especially', 'consider', 'price', 'clear', 'even', 'visible', 'ambient', 'light', 'projector', 'size', '26', 'price', 'cant', 'go', 'wrong']",neutral,positive
2.0,isss,2026-02-13,,hard use connect apps screen keep default use certain selection annoy,electronics,1.0,3.0,"['hard', 'use', 'connect', 'apps', 'screen', 'keep', 'default', 'use', 'certain', 'selection', 'annoy']",negative,negative
5.0,felicia,2025-11-30,,good picture price thing recommend pair speaker sound bar full effect,electronics,5.0,4.0,"['good', 'picture', 'price', 'thing', 'recommend', 'pair', 'speaker', 'sound', 'bar', 'full', 'effect']",positive,positive
1.0,buford,2025-12-02,,not buy hard adjust theres no 4k look worse phone glitch,electronics,1.0,1.0,"['not', 'buy', 'hard', 'adjust', 'theres', 'no', '4k', 'look', 'worse', 'phone', 'glitch']",positive,negative
